internship_id,date_time,profile,company,location,start_date,stipend,duration,apply_by_date,offer,education,skills,perks,stipend_min,stipend_max,stipend_type,stipend_period,duration_months,apply_by_dt,posted_dt,start_immediate,start_dt,is_remote,city,is_multi_city,skills_tokens,text_blob
INT1306,2025-01-27,Graphic Design,MarketMasters,Bangalore,Immediately,Rs. 20000 /month,8 Weeks,2025-06-30,"Certificate of Completion, Letter of Recommendation",B.Sc,"Photoshop, Illustrator, Figma",Health Insurance,20000.0,20000.0,fixed,month,1.8411967779056388,2025-06-30,2025-01-27,True,,False,Bangalore,False,"['photoshop', 'illustrator', 'figma']","graphic design photoshop, illustrator, figma health insurance b.sc certificate of completion, letter of recommendation marketmasters"
INT1307,2025-02-28,Finance,CodeCraft,Hyderabad,Immediately,Rs. 12000 /month,12 Weeks,2025-07-15,Pre-Placement Offer (PPO),M.Tech,"Finance, Excel, Tally",,12000.0,12000.0,fixed,month,2.761795166858458,2025-07-15,2025-02-28,True,,False,Hyderabad,False,"['finance', 'excel', 'tally']","finance finance, excel, tally m.tech pre-placement offer (ppo) codecraft"
INT1308,2025-03-01,Human Resources,CreativeMinds,Chennai,Immediately,Performance based,2 Months,2025-08-01,Certificate of Completion,"B.Tech/B.E., MCA","HR, Recruitment, Excel","Flexible working hours, Work from home",,,performance_based,unknown,2.0,2025-08-01,2025-03-01,True,,False,Chennai,False,"['hr', 'recruitment', 'excel']","human resources hr, recruitment, excel flexible working hours, work from home b.tech/b.e., mca certificate of completion creativeminds"
INT1309,2025-04-02,Operations,GrowthLab,Pune,1 June 2025,Rs. 7000-10000 /month,3 Months,2025-11-30,Letter of Recommendation,Any,"Operations, MS Office, Excel","5 days a week, Free snacks",7000.0,10000.0,range,month,3.0,2025-11-30,2025-04-02,False,2025-06-01,False,Pune,False,"['operations', 'ms office', 'excel']","operations operations, ms office, excel 5 days a week, free snacks any letter of recommendation growthlab"
INT1310,2025-05-03,Python Development,AIVentures,Kolkata,1 June 2025,Rs. 2000 /month,2 Months,2025-06-15,,B.Tech/B.E.,"Python, Django, REST API","Informal dress code, Free snacks",2000.0,2000.0,fixed,month,2.0,2025-06-15,2025-05-03,False,2025-06-01,False,Kolkata,False,"['python', 'django', 'rest api']","python development python, django, rest api informal dress code, free snacks b.tech/b.e. aiventures"
INT1311,2025-06-04,Android Development,WebWizards,Ahmedabad,1 July 2025,Rs. 25000 /month,3 Months,2025-07-01,"Certificate, PPO",BCA,"Android, Kotlin, Java","Certificate, LOR",25000.0,25000.0,fixed,month,3.0,2025-07-01,2025-06-04,False,2025-07-01,False,Ahmedabad,False,"['android', 'kotlin', 'java']","android development android, kotlin, java certificate, lor bca certificate, ppo webwizards"
INT1312,2025-07-05,iOS Development,AppFactory,Jaipur,1 July 2025,Rs. 5000-8000 /month,4 Months,2025-08-20,"Certificate of Completion, Letter of Recommendation",MCA,"iOS, Swift, Xcode",Flexible working hours,5000.0,8000.0,range,month,4.0,2025-08-20,2025-07-05,False,2025-07-01,False,Jaipur,False,"['ios', 'swift', 'xcode']","ios development ios, swift, xcode flexible working hours mca certificate of completion, letter of recommendation appfactory"
INT1313,2025-08-06,UI/UX Design,CloudNine,Noida,1 July 2025,,6 Months,2025-09-30,Pre-Placement Offer (PPO),MBA,"Figma, Adobe XD, Sketch",Health Insurance,,,unknown,unknown,6.0,2025-09-30,2025-08-06,False,2025-07-01,False,Noida,False,"['figma', 'adobe xd', 'sketch']","ui/ux design figma, adobe xd, sketch health insurance mba pre-placement offer (ppo) cloudnine"
INT1314,2025-09-07,Digital Marketing,BizBoost,Gurgaon,1 June 2025,Rs. 18000 /month,1 Month,2025-05-31,Certificate of Completion,B.Com,"Facebook Ads, Google Ads, SEO",,18000.0,18000.0,fixed,month,1.0,2025-05-31,2025-09-07,False,2025-06-01,False,Gurgaon,False,"['facebook ads', 'google ads', 'seo']","digital marketing facebook ads, google ads, seo b.com certificate of completion bizboost"
INT1315,2025-01-08,Social Media Marketing,ContentKing,Chandigarh,1 July 2025,Rs. 5000 /month,5 Months,2025-10-15,Letter of Recommendation,Any Graduate,"Instagram, Facebook, Content Creation","Flexible working hours, Work from home",5000.0,5000.0,fixed,month,5.0,2025-10-15,2025-01-08,False,2025-07-01,False,Chandigarh,False,"['instagram', 'facebook', 'content creation']","social media marketing instagram, facebook, content creation flexible working hours, work from home any graduate letter of recommendation contentking"
INT1316,2025-02-09,Video Editing,PixelPerfect,Indore,Immediately,Rs. 10000 /month,8 Weeks,2025-06-30,,B.Sc,"Premiere Pro, After Effects, Davinci Resolve","5 days a week, Free snacks",10000.0,10000.0,fixed,month,1.8411967779056388,2025-06-30,2025-02-09,True,,False,Indore,False,"['premiere pro', 'after effects', 'davinci resolve']","video editing premiere pro, after effects, davinci resolve 5 days a week, free snacks b.sc pixelperfect"
INT1317,2025-03-10,React Development,AnalyticsEdge,Work From Home,1 June 2025,Rs. 8000 /month,12 Weeks,2025-07-15,"Certificate, PPO",M.Tech,"React, Node.js, MongoDB","Informal dress code, Free snacks",8000.0,8000.0,fixed,month,2.761795166858458,2025-07-15,2025-03-10,False,2025-06-01,True,Remote,False,"['react', 'node.js', 'mongodb']","react development react, node.js, mongodb informal dress code, free snacks m.tech certificate, ppo analyticsedge"
INT1318,2025-04-11,Full Stack Development,MobileFirst,Work From Home,1 July 2025,Rs. 15000 /month,2 Months,2025-08-01,"Certificate of Completion, Letter of Recommendation","B.Tech/B.E., MCA","Full Stack, Python, JavaScript, SQL","Certificate, LOR",15000.0,15000.0,fixed,month,2.0,2025-08-01,2025-04-11,False,2025-07-01,True,Remote,False,"['full stack', 'python', 'javascript', 'sql']","full stack development full stack, python, javascript, sql certificate, lor b.tech/b.e., mca certificate of completion, letter of recommendation mobilefirst"
INT1319,2025-05-12,Data Analytics,DevStudio,Work From Home,Immediately,Unpaid,3 Months,2025-11-30,Pre-Placement Offer (PPO),Any,"SQL, Excel, Tableau, Power BI",Flexible working hours,0.0,0.0,unpaid,unknown,3.0,2025-11-30,2025-05-12,True,,True,Remote,False,"['sql', 'excel', 'tableau', 'power bi']","data analytics sql, excel, tableau, power bi flexible working hours any pre-placement offer (ppo) devstudio"
INT1320,2025-06-13,Data Science,TechCorp India,Mumbai,1 July 2025,Rs. 3000 /month,2 Months,2025-06-15,Certificate of Completion,B.Tech/B.E.,"Python, Machine Learning, Data Analysis",Health Insurance,3000.0,3000.0,fixed,month,2.0,2025-06-15,2025-06-13,False,2025-07-01,False,Mumbai,False,"['python', 'machine learning', 'data analysis']","data science python, machine learning, data analysis health insurance b.tech/b.e. certificate of completion techcorp india"
INT1321,2025-07-14,Web Development,StartupXYZ,Delhi,15 June 2025,Rs. 20000 /month,3 Months,2025-07-01,Letter of Recommendation,BCA,"React, JavaScript, HTML, CSS",,20000.0,20000.0,fixed,month,3.0,2025-07-01,2025-07-14,False,2025-06-15,False,Delhi,False,"['react', 'javascript', 'html', 'css']","web development react, javascript, html, css bca letter of recommendation startupxyz"
INT1322,2025-08-15,Machine Learning,InnovateTech,Bangalore,1 July 2025,Rs. 12000 /month,4 Months,2025-08-20,,MCA,"Python, TensorFlow, Deep Learning","Flexible working hours, Work from home",12000.0,12000.0,fixed,month,4.0,2025-08-20,2025-08-15,False,2025-07-01,False,Bangalore,False,"['python', 'tensorflow', 'deep learning']","machine learning python, tensorflow, deep learning flexible working hours, work from home mca innovatetech"
INT1323,2025-09-16,Business Development,DataDriven Co,Hyderabad,15 June 2025,Performance based,6 Months,2025-09-30,"Certificate, PPO",MBA,"Business Development, Sales, CRM","5 days a week, Free snacks",,,performance_based,unknown,6.0,2025-09-30,2025-09-16,False,2025-06-15,False,Hyderabad,False,"['business development', 'sales', 'crm']","business development business development, sales, crm 5 days a week, free snacks mba certificate, ppo datadriven co"
INT1324,2025-01-17,Marketing,DesignHub,Chennai,1 July 2025,Rs. 7000-10000 /month,1 Month,2025-05-31,"Certificate of Completion, Letter of Recommendation",B.Com,"Digital Marketing, SEO, Google Analytics","Informal dress code, Free snacks",7000.0,10000.0,range,month,1.0,2025-05-31,2025-01-17,False,2025-07-01,False,Chennai,False,"['digital marketing', 'seo', 'google analytics']","marketing digital marketing, seo, google analytics informal dress code, free snacks b.com certificate of completion, letter of recommendation designhub"
INT1325,2025-02-18,Content Writing,FinanceFirst,Pune,1 August 2025,Rs. 2000 /month,5 Months,2025-10-15,Pre-Placement Offer (PPO),Any Graduate,"Content Writing, Blogging, SEO","Certificate, LOR",2000.0,2000.0,fixed,month,5.0,2025-10-15,2025-02-18,False,2025-08-01,False,Pune,False,"['content writing', 'blogging', 'seo']","content writing content writing, blogging, seo certificate, lor any graduate pre-placement offer (ppo) financefirst"
INT1326,2025-03-19,Graphic Design,MarketMasters,Kolkata,1 August 2025,Rs. 25000 /month,8 Weeks,2025-06-30,Certificate of Completion,B.Sc,"Photoshop, Illustrator, Figma",Flexible working hours,25000.0,25000.0,fixed,month,1.8411967779056388,2025-06-30,2025-03-19,False,2025-08-01,False,Kolkata,False,"['photoshop', 'illustrator', 'figma']","graphic design photoshop, illustrator, figma flexible working hours b.sc certificate of completion marketmasters"
INT1327,2025-04-20,Finance,CodeCraft,Ahmedabad,Immediately,Rs. 5000-8000 /month,12 Weeks,2025-07-15,Letter of Recommendation,M.Tech,"Finance, Excel, Tally",Health Insurance,5000.0,8000.0,range,month,2.761795166858458,2025-07-15,2025-04-20,True,,False,Ahmedabad,False,"['finance', 'excel', 'tally']","finance finance, excel, tally health insurance m.tech letter of recommendation codecraft"
INT1328,2025-05-21,Human Resources,CreativeMinds,Jaipur,1 August 2025,,2 Months,2025-08-01,,"B.Tech/B.E., MCA","HR, Recruitment, Excel",,,,unknown,unknown,2.0,2025-08-01,2025-05-21,False,2025-08-01,False,Jaipur,False,"['hr', 'recruitment', 'excel']","human resources hr, recruitment, excel b.tech/b.e., mca creativeminds"
INT1329,2025-06-22,Operations,GrowthLab,Noida,1 August 2025,Rs. 18000 /month,3 Months,2025-11-30,"Certificate, PPO",Any,"Operations, MS Office, Excel","Flexible working hours, Work from home",18000.0,18000.0,fixed,month,3.0,2025-11-30,2025-06-22,False,2025-08-01,False,Noida,False,"['operations', 'ms office', 'excel']","operations operations, ms office, excel flexible working hours, work from home any certificate, ppo growthlab"
INT1330,2025-07-23,Python Development,AIVentures,Gurgaon,1 July 2025,Rs. 5000 /month,2 Months,2025-06-15,"Certificate of Completion, Letter of Recommendation",B.Tech/B.E.,"Python, Django, REST API","5 days a week, Free snacks",5000.0,5000.0,fixed,month,2.0,2025-06-15,2025-07-23,False,2025-07-01,False,Gurgaon,False,"['python', 'django', 'rest api']","python development python, django, rest api 5 days a week, free snacks b.tech/b.e. certificate of completion, letter of recommendation aiventures"
INT1331,2025-08-24,Android Development,WebWizards,Chandigarh,1 June 2025,Rs. 10000 /month,3 Months,2025-07-01,Pre-Placement Offer (PPO),BCA,"Android, Kotlin, Java","Informal dress code, Free snacks",10000.0,10000.0,fixed,month,3.0,2025-07-01,2025-08-24,False,2025-06-01,False,Chandigarh,False,"['android', 'kotlin', 'java']","android development android, kotlin, java informal dress code, free snacks bca pre-placement offer (ppo) webwizards"
INT1332,2025-09-25,iOS Development,AppFactory,Indore,1 June 2025,Rs. 8000 /month,4 Months,2025-08-20,Certificate of Completion,MCA,"iOS, Swift, Xcode","Certificate, LOR",8000.0,8000.0,fixed,month,4.0,2025-08-20,2025-09-25,False,2025-06-01,False,Indore,False,"['ios', 'swift', 'xcode']","ios development ios, swift, xcode certificate, lor mca certificate of completion appfactory"
INT1333,2025-01-26,UI/UX Design,CloudNine,Work From Home,15 June 2025,Rs. 15000 /month,6 Months,2025-09-30,Letter of Recommendation,MBA,"Figma, Adobe XD, Sketch",Flexible working hours,15000.0,15000.0,fixed,month,6.0,2025-09-30,2025-01-26,False,2025-06-15,True,Remote,False,"['figma', 'adobe xd', 'sketch']","ui/ux design figma, adobe xd, sketch flexible working hours mba letter of recommendation cloudnine"
INT1334,2025-02-27,Digital Marketing,BizBoost,Work From Home,1 June 2025,Unpaid,1 Month,2025-05-31,,B.Com,"Facebook Ads, Google Ads, SEO",Health Insurance,0.0,0.0,unpaid,unknown,1.0,2025-05-31,2025-02-27,False,2025-06-01,True,Remote,False,"['facebook ads', 'google ads', 'seo']","digital marketing facebook ads, google ads, seo health insurance b.com bizboost"
INT1335,2025-03-28,Social Media Marketing,ContentKing,Work From Home,Immediately,Rs. 3000 /month,5 Months,2025-10-15,"Certificate, PPO",Any Graduate,"Instagram, Facebook, Content Creation",,3000.0,3000.0,fixed,month,5.0,2025-10-15,2025-03-28,True,,True,Remote,False,"['instagram', 'facebook', 'content creation']","social media marketing instagram, facebook, content creation any graduate certificate, ppo contentking"
INT1336,2025-04-01,Video Editing,PixelPerfect,Mumbai,Immediately,Rs. 20000 /month,8 Weeks,2025-06-30,"Certificate of Completion, Letter of Recommendation",B.Sc,"Premiere Pro, After Effects, Davinci Resolve","Flexible working hours, Work from home",20000.0,20000.0,fixed,month,1.8411967779056388,2025-06-30,2025-04-01,True,,False,Mumbai,False,"['premiere pro', 'after effects', 'davinci resolve']","video editing premiere pro, after effects, davinci resolve flexible working hours, work from home b.sc certificate of completion, letter of recommendation pixelperfect"
INT1337,2025-05-02,React Development,AnalyticsEdge,Delhi,1 August 2025,Rs. 12000 /month,12 Weeks,2025-07-15,Pre-Placement Offer (PPO),M.Tech,"React, Node.js, MongoDB","5 days a week, Free snacks",12000.0,12000.0,fixed,month,2.761795166858458,2025-07-15,2025-05-02,False,2025-08-01,False,Delhi,False,"['react', 'node.js', 'mongodb']","react development react, node.js, mongodb 5 days a week, free snacks m.tech pre-placement offer (ppo) analyticsedge"
INT1338,2025-06-03,Full Stack Development,MobileFirst,Bangalore,Immediately,Performance based,2 Months,2025-08-01,Certificate of Completion,"B.Tech/B.E., MCA","Full Stack, Python, JavaScript, SQL","Informal dress code, Free snacks",,,performance_based,unknown,2.0,2025-08-01,2025-06-03,True,,False,Bangalore,False,"['full stack', 'python', 'javascript', 'sql']","full stack development full stack, python, javascript, sql informal dress code, free snacks b.tech/b.e., mca certificate of completion mobilefirst"
INT1339,2025-07-04,Data Analytics,DevStudio,Hyderabad,Immediately,Rs. 7000-10000 /month,3 Months,2025-11-30,Letter of Recommendation,Any,"SQL, Excel, Tableau, Power BI","Certificate, LOR",7000.0,10000.0,range,month,3.0,2025-11-30,2025-07-04,True,,False,Hyderabad,False,"['sql', 'excel', 'tableau', 'power bi']","data analytics sql, excel, tableau, power bi certificate, lor any letter of recommendation devstudio"
INT1340,2025-08-05,Data Science,TechCorp India,Chennai,1 August 2025,Rs. 2000 /month,2 Months,2025-06-15,,B.Tech/B.E.,"Python, Machine Learning, Data Analysis",Flexible working hours,2000.0,2000.0,fixed,month,2.0,2025-06-15,2025-08-05,False,2025-08-01,False,Chennai,False,"['python', 'machine learning', 'data analysis']","data science python, machine learning, data analysis flexible working hours b.tech/b.e. techcorp india"
INT1341,2025-09-06,Web Development,StartupXYZ,Pune,15 June 2025,Rs. 25000 /month,3 Months,2025-07-01,"Certificate, PPO",BCA,"React, JavaScript, HTML, CSS",Health Insurance,25000.0,25000.0,fixed,month,3.0,2025-07-01,2025-09-06,False,2025-06-15,False,Pune,False,"['react', 'javascript', 'html', 'css']","web development react, javascript, html, css health insurance bca certificate, ppo startupxyz"
INT1342,2025-01-07,Machine Learning,InnovateTech,Kolkata,Immediately,Rs. 5000-8000 /month,4 Months,2025-08-20,"Certificate of Completion, Letter of Recommendation",MCA,"Python, TensorFlow, Deep Learning",,5000.0,8000.0,range,month,4.0,2025-08-20,2025-01-07,True,,False,Kolkata,False,"['python', 'tensorflow', 'deep learning']","machine learning python, tensorflow, deep learning mca certificate of completion, letter of recommendation innovatetech"
INT1343,2025-02-08,Business Development,DataDriven Co,Ahmedabad,Immediately,,6 Months,2025-09-30,Pre-Placement Offer (PPO),MBA,"Business Development, Sales, CRM","Flexible working hours, Work from home",,,unknown,unknown,6.0,2025-09-30,2025-02-08,True,,False,Ahmedabad,False,"['business development', 'sales', 'crm']","business development business development, sales, crm flexible working hours, work from home mba pre-placement offer (ppo) datadriven co"
